id_1,HYBAS_ID,Year,Ephemeral,Seasonal,Permanent
1178,2120053240,1984,0.8334,0.0045,0.0135
1179,2120335610,1984,0.5562,0.126,0.6453
1180,2120335620,1984,0.0819,0.0027,0
1181,2120335010,1984,0.027,0,0
1182,2120335200,1984,1.8432,0.4887,1.2249
1183,2120334500,1984,0.657,0.0252,0.0432
1184,2120334510,1984,0.0315,0.0198,0.09
1185,2120331650,1984,0.1854,0.0153,0.0144
1186,2120331660,1984,0.1242,0.0018,0.0045
1187,2120332620,1984,0.018,0.0009,0
1188,2120332480,1984,0.2313,0.0162,0.0126
1189,2121096380,1984,0.0126,0.0018,0
1190,2120330210,1984,0.054,0.0063,0.0189
1191,2120330140,1984,0.135,0.0099,0.0306
1192,2120334860,1984,1.3977,0.1422,0.594
1193,2120335000,1984,1.089,0.3474,1.8837
1194,2121096090,1984,0.144,0.0504,1.062
1195,2121094980,1984,0.099,0.0279,0.2358
1196,2120329040,1984,0,0,0
1197,2120329160,1984,0.054,0.0009,0.0036
1198,2121097230,1984,0.009,0.0162,0.0693
1199,2120328860,1984,0.0558,0,0.0009
1200,2120328790,1984,0.0396,0,0.0036
1201,2121098390,1984,0.3105,0.0369,0.1521
1202,2121096200,1984,0.2502,0.2286,1.9818
1203,2121096770,1984,0.0009,0.0045,0.1107
1204,2120327510,1984,0.0027,0,0
1205,2120327500,1984,0.3366,0.1206,0.4095
1206,2120325890,1984,0,0,0
1207,2120325750,1984,0.0162,0.0045,0.0018
1208,2121095570,1984,0.0225,0.0342,0.2853
1209,2120325980,1984,0.0063,0,0
1210,2120325740,1984,0.0027,0,0
1211,2121096140,1984,0.0648,0.0351,0.1278
1212,2120335900,1984,0.0594,0.0432,0.8379
1213,2120336020,1984,0.1188,0.1062,1.1502
1214,2120325970,1984,0.0198,0,0
1215,2120325880,1984,0.0207,0.0396,0.1098
1216,2121096710,1984,0.0171,0.0477,0.3096
1217,2120325420,1984,0.0144,0.0126,0.0153
1218,2120325430,1984,0.0072,0.0081,0.009
1219,2121093720,1984,0.0324,0,0
1220,2120325200,1984,0,0,0
1221,2120325190,1984,0.0153,0,0
1222,2120326620,1984,0.0216,0.0162,0.1053
1223,2120326500,1984,0.9504,0.0414,0.0279
1224,2121095170,1984,0.0045,0.0315,0.0306
1225,2121098000,1984,0.5094,0.0936,1.7082
1226,2121096370,1984,0.1116,0.0504,0.5814
1227,2120324580,1984,0.171,0.0009,0.0036
1228,2120324530,1984,0,0,0
1229,2121093690,1984,0.6615,0.0162,0.0108
1230,2121095590,1984,0.369,0.054,1.9521
1231,2120323670,1984,0.0099,0,0
1232,2120323610,1984,1.0593,0.0207,0.162
1233,2121097720,1984,0.1314,0.1377,1.6659
1234,2121093660,1984,0.1044,0.1323,0.6246
1235,2121093350,1984,0.0009,0.0099,0.0027
1236,2121095770,1984,0.0207,0.0063,0.0252
1237,2121094550,1984,0.2214,0.198,2.5011
1238,2121094920,1984,0.0045,0,0
1239,2121095530,1984,0.0522,0.0432,0.927
1240,2121093190,1984,0.0018,0.0054,0.0054
1241,2121094410,1984,0,0,0
1242,2121092240,1984,0.0072,0.0009,0.0081
1243,2121092350,1984,0,0,0
1244,2121093070,1984,0.0549,0.0216,0.3654
1245,2121092910,1984,0,0,0
1246,2121092420,1984,0,0,0
1247,2120053250,1984,0.0297,0.0099,0.0027
1248,2120053260,1984,0.0756,0.0126,0.0234
1249,2120337930,1984,0.0432,0.0081,0.1098
1250,2120337990,1984,0.7497,0.2502,0.4545
1251,2120337920,1984,0.459,0.0432,0.1269
1252,2120338110,1984,3.9861,0.1566,0.1629
1253,2120339170,1984,0.4401,0.0684,0.1935
1254,2120339260,1984,0.0747,0.0027,0
1255,2120340960,1984,0.2511,0,0.0018
1256,2120341140,1984,0.5301,0.0756,0.0513
1257,2121099630,1984,1.278,0.0846,0.153
1258,2120338830,1984,0.1161,0.0468,0.0198
1259,2120338700,1984,0.3555,0.1242,0.0558
1260,2120341800,1984,0.5742,0.1224,0.2295
1261,2120341890,1984,3.1914,0.1224,0.5562
1262,2121101570,1984,0.3681,0.0909,0.0765
1263,2120340040,1984,0.171,0.0765,0.3186
1264,2120339990,1984,1.1178,0.0522,0.3375
1265,2121102430,1984,1.5588,0.3087,0.4473
1266,2121102780,1984,1.1196,0.0945,0.7785
1267,2120341570,1984,0.0477,0.0171,0.0162
1268,2120341700,1984,0.27,0.1413,0.963
1269,2121099290,1984,0.1107,0.0855,0.1845
1270,2120345040,1984,0.5112,0.2196,0.4104
1271,2120345110,1984,0.7002,0.1737,0.1881
1272,2121100880,1984,0.0783,0.1944,2.007
1273,2120350020,1984,0.5805,0.1386,0.099
1274,2120350120,1984,0.405,0.0207,0.0756
1275,2121102420,1984,0.531,0.1458,0.2925
1276,2121101630,1984,0.3897,0.0387,0.0504
1277,2121100250,1984,0.153,0.3348,3.2166
1278,2121104450,1984,2.5758,0.4437,0.9738
1279,2121105000,1984,0.0315,0,0
1280,2121102070,1984,0.135,0.0432,0.0972
1281,2121105210,1984,1.6092,0.3456,1.1736
1282,2120353110,1984,1.5219,0.5598,1.3815
1283,2120352830,1984,0.2232,0.0738,0.1548
1284,2120354670,1984,0.0207,0.0036,0.0018
1285,2120354790,1984,0.4383,0.0162,0.0279
1286,2120354660,1984,0.4374,0.1125,0.8712
1287,2120354580,1984,0.3114,0.1656,0.4203
1288,2120354920,1984,2.4651,0.5742,2.556
1289,2120354650,1984,0.3294,0.0684,0.1683
1290,2121106490,1984,0.2556,0.0441,0.1791
1291,2121106900,1984,0.567,0.1962,1.9341
1292,2121105110,1984,0.0639,0.0018,0.0234
1293,2120358960,1984,0.1188,0.0639,0.2673
1294,2120359110,1984,0.3501,0.0756,0.3375
1295,2120355910,1984,2.2896,0.3456,0.4284
1296,2120355780,1984,0.0225,0.0423,0.0351
1297,2121106070,1984,0.1872,0.0639,0.0315
1298,2121106970,1984,0.1602,0.0054,0.0495
1299,2120350250,1984,0.0063,0,0
1300,2120350260,1984,0.081,0.054,0.8199
1301,2120362810,1984,0.0585,0.0036,0.0099
1302,2120362800,1984,0.4644,0.0846,0.0918
1303,2120358230,1984,0.5724,0.0738,0.3852
1304,2120358400,1984,0.1233,0,0
1305,2120358490,1984,0.9153,0.0792,0.1773
1306,2120358500,1984,0.369,0.0783,0.0954
1307,2121105750,1984,0.6066,0.0342,0.0072
1308,2121106820,1984,0.0531,0,0
1309,2120357860,1984,0.2259,0.054,0.1494
1310,2120357760,1984,0.3699,0.216,3.6387
1311,2120346970,1984,0.0171,0,0
1312,2120346860,1984,0.0711,0.0837,0.3429
1313,2120353100,1984,0.0027,0.0009,0
1314,2120352950,1984,0.2853,0.0963,1.1007
1315,2120361180,1984,0.1647,0.1224,0.396
1316,2120361280,1984,2.4669,0.549,1.7028
1317,2120351320,1984,4.2516,0.0009,0.0036
1318,2120351260,1984,0.0306,0,0
1319,2120356570,1984,0.0252,0.0171,0.0099
1320,2120356380,1984,0.0522,0.0216,0.2637
1321,2121102100,1984,0.4419,0.0261,0.0153
1322,2120364540,1984,0,0,0
1323,2120364610,1984,0.63,0.2835,0.756
1324,2120364430,1984,0.0864,0.1224,0.3087
1325,2120364600,1984,0.0549,0.0468,0.2025
1326,2121101170,1984,0.2682,0.5976,3.5406
1327,2120356560,1984,0.3006,0.1242,0.0963
1328,2120356680,1984,0.1494,0.0378,0.4302
1329,2120362530,1984,0.3654,0.0522,0.0621
1330,2120362680,1984,0.5157,0.0468,0.1071
1331,2121109230,1984,0.1269,0.2628,1.4814
1332,2121107450,1984,0.5103,0.1872,2.2743
1333,2121104930,1984,0.1008,0.1044,0.3825
1334,2121108690,1984,0.1566,0.1179,0.2709
1335,2120053270,1984,1.1853,0.0432,0.1341
1336,2120053280,1984,1.134,0.0171,0.1296
1337,2120053290,1984,0.0684,0.0027,0.0171
1338,2121099520,1984,0.2997,0.0351,0.1503
1339,2121099990,1984,0.1611,0.0018,0.0018
1340,2121100690,1984,0.072,0.0009,0.0054
1341,2120053300,1984,0.009,0.0018,0
1342,2120053310,1984,1.3176,0.324,2.5002
1343,2120053320,1984,0.0054,0.0054,0.0036
1344,2120340060,1984,0.0864,0.0513,1.2492
1345,2120340050,1984,0.0504,0.0009,0
1346,2120053330,1984,0.2133,0.1188,0.0063
1347,2120053340,1984,0.0648,0.0198,0.0045
1348,2120053350,1984,0.3006,0.0675,0.0279
1349,2120053360,1984,0.0324,0.0081,0.0072
1350,2120053370,1984,0.2475,0.2034,0.0972
1351,2120053380,1984,0.0531,0.0117,0
1352,2120348690,1984,0.1179,0.0126,0.0027
1353,2120348540,1984,0.0513,0.0126,0.0036
1354,2120053390,1984,0.6075,0.2718,0.0099
1355,2120053400,1984,0.1881,0.0315,0.0018
1356,2120053410,1984,0.1692,0.0207,0.0414
1357,2120352270,1984,0.0846,0.0189,0.0351
1358,2120352130,1984,0.0099,0.009,0
1359,2120351850,1984,0.0891,0.0225,0.0126
1360,2120351770,1984,0.225,0.0792,0.0639
1361,2120353190,1984,0.0648,0.0018,0.0243
1362,2120353350,1984,0.0009,0,0.0018
1363,2120349600,1984,0.0027,0.0009,0
1364,2120349610,1984,0.9288,0.3339,0.7092
1365,2120349230,1984,0.4329,0.0135,0.0117
1366,2120349480,1984,0.0387,0.0063,0
1367,2121102870,1984,0.1656,0,0
1368,2121104370,1984,0.0459,0,0.036
1369,2120346410,1984,0.0648,0.0063,0.0198
1370,2120346240,1984,0.1161,0,0.0027
1371,2121101810,1984,0.081,0,0
1372,2120346400,1984,0.1791,0.0486,0.2691
1373,2120346530,1984,1.4463,0.2817,1.449
1374,2120347880,1984,0.9774,0.0333,0.3222
1375,2120347960,1984,0.0315,0,0
1376,2120351620,1984,0.0702,0,0.072
1377,2120351610,1984,0.2448,0.0198,0.144
1378,2121105220,1984,0.0468,0.009,0.0081
1379,2120053420,1984,0.5049,0.4095,0.1224
1380,2120355500,1984,0.0306,0,0
1381,2120355610,1984,0.0405,0.0054,0.0009
1382,2121106760,1984,1.2321,0.2547,0.8658
1383,2121107570,1984,0.9081,0.8811,2.889
1384,2120358850,1984,0.0594,0.0045,0.0072
1385,2120359120,1984,0.027,0,0
1386,2120360430,1984,0.0783,0.0045,0.0054
1387,2120360150,1984,0.5931,0.1908,16.4583
1388,2121108450,1984,0.0756,0.0171,1.8513
1389,2121109130,1984,0.0144,0.0018,0.0018
1390,2121109170,1984,0.1278,0.0108,0.0783
1391,2120053430,1984,0.4167,0.0153,0.0198
1392,2120053440,1984,0.0036,0.0576,0
1393,2120053450,1984,0.1107,0.0126,0
1394,2120053460,1984,0.2538,0.0432,0
1395,2120053470,1984,0.0396,0.0009,0.0018
1396,2120358180,1984,0.0324,0,0
1397,2120358240,1984,0.0828,0.0216,0.018
1398,2121108380,1984,0.2853,0.1143,0.0693
1399,2121108530,1984,1.8981,0.7533,1.755
1400,2121108700,1984,0.324,0.2133,0.6651
1401,2121108780,1984,0.2736,0.1125,0.2583
1402,2121109080,1984,0.1755,0.1035,0.1134
1403,2121109980,1984,0.5148,0.36,1.0143
1404,2121110520,1984,2.2536,0.4635,0.8667
1405,2120370090,1984,1.4958,0.7812,1.7406
1406,2120370030,1984,0.0972,0.1107,0.3258
1407,2120371720,1984,0.2394,0.0468,0.0666
1408,2120371570,1984,0.7569,0.1341,4.0878
1409,2121111790,1984,0.1278,0.0864,0.3951
1410,2120053480,1984,0.5202,0.0315,0.0045
1411,2120053490,1984,0.2232,0.0054,0.0081
1412,2120053500,1984,1.5309,0.0711,0.2979
1413,2120358410,1984,0.0306,0.0162,0.0054
1414,2120358510,1984,0.0405,0.0711,0.1413
1415,2120358970,1984,0.9243,0.2331,0.7497
1416,2120359130,1984,0.4599,0.4581,0.4581
1417,2120362540,1984,10.7847,3.771,0.0144
1418,2120362690,1984,0.0855,0.0648,0.0189
1419,2120362040,1984,0.3087,0.0549,0.0657
1420,2120361700,1984,0.0387,0.0045,0.0045
1421,2120363440,1984,0.135,0.0216,0
1422,2120363260,1984,0.2178,0.1161,0.1449
1423,2120365110,1984,0,0,0
1424,2120365120,1984,0.4221,0.0144,0.0054
1425,2121108650,1984,0.306,0.0396,0.0531
1426,2120366320,1984,0.4374,0.0153,0.0045
1427,2120366310,1984,0.3294,0.0765,0.1332
1428,2121109740,1984,11.6577,1.4139,0.648
1429,2121109850,1984,0.4437,0.0909,0.0063
1430,2121108890,1984,0.3573,0.1701,0.1512
1431,2121109540,1984,0.09,0.0261,0.0045
1432,2120368750,1984,0.3141,0.1368,0.2367
1433,2120368810,1984,0.0405,0,0
1434,2121109560,1984,0.1395,0.0558,0.0351
1435,2120369810,1984,0.081,0.0315,0.0117
1436,2120369930,1984,0.1467,0.0432,0.0648
1437,2120368920,1984,0.7164,0.1647,0.306
1438,2120369000,1984,0.0468,0.0198,0.0036
1439,2121108580,1984,0.1224,0.0225,0.0513
1440,2121111020,1984,3.8295,0.477,0.3402
1441,2120367100,1984,0.1584,0.0387,0.0558
1442,2121112060,1984,0.0477,0.0846,0.1557
1443,2120367230,1984,0.0198,0.0198,0.0171
1444,2120367850,1984,0.1332,0.0333,0
1445,2120367660,1984,0.0837,0.0621,0.1683
1446,2121111330,1984,0.5346,0.0648,0.0666
1447,2120373660,1984,0.0198,0.0117,0
1448,2120373650,1984,0.0585,0.0693,0.0225
1449,2121111210,1984,1.9062,0.9243,2.0763
1450,2120374660,1984,0.0261,0.1116,0.0261
1451,2120374350,1984,0.0441,0.0036,0.0162
1452,2121109620,1984,0.2844,0.1143,0.1908
1453,2121113150,1984,0.0252,0.1017,0.0369
1454,2120369270,1984,0.7569,0.1179,0.2331
1455,2120369520,1984,1.6731,1.2411,11.4345
1456,2120371400,1984,0.0081,0.027,0.0009
1457,2120371580,1984,0.2457,0.2673,0.4041
1458,2120373800,1984,0.5787,0.1611,0.4518
1459,2120373950,1984,0.7542,0.2052,0.2997
1460,2121112970,1984,1.5561,1.1376,4.095
1461,2120376780,1984,0.171,0.0585,0.009
1462,2120376930,1984,0.0162,0.126,0.09
1463,2121111970,1984,0.0657,0.3537,0.3159
1464,2120375660,1984,0.4572,0.3078,0.9621
1465,2120375770,1984,0.1215,0.3501,0.9612
1466,2121114160,1984,0.1998,0.2331,0.5058
1467,2120376320,1984,0.0738,0.0117,0.0954
1468,2120376460,1984,0.0225,0.0783,0.1953
1469,2121115120,1984,0.6174,0.4473,0.3987
1470,2120378260,1984,0.0477,0.0549,0.2097
1471,2120378360,1984,0.0954,0.0549,0.2889
1472,2120053510,1984,0.0117,0.036,0.0018
1473,2120053520,1984,0.4689,0.0711,0.3465
1474,2120053530,1984,1.1367,0.1611,0.2322
1475,2120053540,1984,0.0486,0.0018,0
1476,2120053550,1984,0.9945,0.1737,0.639
1477,2120053560,1984,0.0054,0.0027,0.0585
1478,2120361580,1984,0.0198,0.0054,0.0603
1479,2120361450,1984,0.2889,0.6732,4.4298
1480,2120362550,1984,0.7848,0.2187,0.4932
1481,2120362700,1984,0.1116,0.0522,0.4572
1482,2120359400,1984,0.1386,0.2385,1.98
1483,2120359270,1984,0.1026,0.1323,0.9756
1484,2121109630,1984,0.3537,0.0459,0.1404
1485,2120361290,1984,0.0486,0.0459,0.0972
1486,2120361570,1984,0,0,0
1487,2121107060,1984,0.0693,0.0558,0.2358
1488,2120362050,1984,0.1881,0.0342,0.2394
1489,2120362180,1984,0.0171,0,0
1490,2121106200,1984,0.0864,0.063,0.072
1491,2121110180,1984,0.0801,0.0036,0.0018
1492,2121108110,1984,0.1953,0.0198,0.099
1493,2121107180,1984,0.3915,0.1674,0.3159
1494,2120368420,1984,0.0738,0,0.0018
1495,2120368560,1984,0.0144,0,0
1496,2120358050,1984,0.2934,0.0756,0.0828
1497,2120358190,1984,0.162,0.0567,0.0369
1498,2120053570,1984,0.1098,0.0153,0.1017
1499,2120053580,1984,0.4689,0.1035,0.4959
1500,2120053590,1984,0.1161,0.0522,0.1071
1501,2120053600,1984,6.2793,1.8693,0.6291
1502,2120053610,1984,6.4521,1.4679,0.2898
1503,2121112540,1984,0.036,0.018,0.0108
1504,2120053620,1984,6.5403,1.053,0.1935
1505,2120053630,1984,3.6297,0.3843,0.144
1506,2121113490,1984,0.1521,0.0324,0.0207
1507,2121112580,1984,0.009,0,0
1508,2120053640,1984,5.8041,1.8396,1.0512
1509,2120053650,1984,0.1341,0.0189,0.0981
1510,2121113200,1984,0.1575,0.0585,0.1134
1511,2121112450,1984,0.0036,0,0
1512,2120053660,1984,1.62,0.3366,1.9107
1513,2120053670,1984,0.0891,0.0477,0.0153
1514,2120378810,1984,0.0432,0.0585,0.0891
1515,2120378720,1984,0.0783,0.0387,0.045
1516,2121114640,1984,0.0099,0.036,0.0027
1517,2121113790,1984,0,0.0018,0
1518,2121113480,1984,0.0036,0.0315,0.0045
1519,2121113690,1984,0.0189,0.0009,0
1520,2120053680,1984,12.9654,2.1348,1.0332
1521,2120053690,1984,0.0135,0.0144,0.0477
1522,2120382060,1984,1.575,0.6165,6.831
1523,2120381960,1984,0.3636,0.1782,0.3735
1524,2121114910,1984,0.0216,0.0711,0.0279
1525,2120053700,1984,5.5179,0.7794,0.4545
1526,2120053710,1984,3.5199,0.4266,0.1737
1527,2120053720,1984,0.1386,0.1035,0.2466
1528,2120384870,1984,0.9009,0.7911,5.274
1529,2120384780,1984,0.3393,0.2223,0.1422
1530,2120385260,1984,0.3681,0.1035,0.0081
1531,2120385170,1984,0.2061,0.1404,0.0495
1532,2121115550,1984,0.1629,0.0216,0.0018
1533,2120053730,1984,3.2922,0.6939,0.4635
1534,2120053740,1984,1.0764,0.5121,0.3393
1535,2120053750,1984,1.3824,0.0198,0.0171
1536,2120053760,1984,0.7893,0.3609,0.3258
1537,2120053770,1984,7.308,0.6912,0.2304
1538,2120053780,1984,0.5904,0.2484,1.0557
1539,2120053790,1984,0.5994,0.1305,0.2331
1540,2120392060,1984,0.1539,0.2322,0.288
1541,2120391890,1984,0.2331,0.1467,0.4896
1542,2120392050,1984,0.3096,0.1863,0.423
1543,2120392200,1984,0.0162,0.0018,0
1544,2120392670,1984,0.0153,0.0495,0.0945
1545,2120392750,1984,0.0909,0.0927,0.1764
1546,2120391270,1984,0.0666,0.1512,1.1439
1547,2120391160,1984,0.1854,0.2115,0.3357
1548,2121120580,1984,0.2493,0.2016,0.7857
1549,2120391260,1984,0.1512,0.7281,4.401
1550,2120391560,1984,0.0018,0.0135,0.117
1551,2120392040,1984,0.0522,0.1656,0.6165
1552,2120392190,1984,0.0189,0.0198,0.0297
1553,2121117890,1984,0.5652,1.2195,4.4424
1554,2120392580,1984,0.0441,0.1791,0.45
1555,2120392660,1984,0.0918,0.027,0.0828
1556,2121117440,1984,0.2727,0.0495,0.0054
1557,2120384190,1984,0.2493,0.1728,0.1071
1558,2120384050,1984,0.2745,0.2043,0.2619
1559,2120392180,1984,0.0702,0.1467,0.5013
1560,2120392310,1984,0.0711,0.243,0.3294
1561,2120383360,1984,0,0,0
1562,2120383230,1984,0.0981,0.0126,0
1563,2120383500,1984,0,0,0
1564,2120383350,1984,0.0225,0.0135,0.0423
1565,2120383490,1984,0.1134,0,0
1566,2120383650,1984,0.0477,0.162,0.1674
1567,2121116310,1984,0.1188,0.0153,0
1568,2120394010,1984,0.0909,0.1296,0.7866
1569,2120393810,1984,0.1269,0.6129,3.5748
1570,2120394320,1984,0.0486,0.1359,0.2619
1571,2120394140,1984,0.4995,0.5076,5.6268
1572,2120394460,1984,0.2709,0.7056,1.7982
1573,2120394580,1984,0.0027,0.0117,0.018
1574,2120395070,1984,0.0747,0.1458,0.3582
1575,2120394790,1984,0.0153,0.0243,0.0603
1576,2120393160,1984,0.7605,0.8739,8.442
1577,2120393150,1984,0.7866,1.0557,5.3955
1578,2121121130,1984,0.0351,0.0585,0.0423
1579,2121121510,1984,0.5229,0.1233,0.3798
1580,2121119340,1984,0.8667,0.5832,0.72
1581,2121118890,1984,0.4716,1.062,2.7513
1582,2120399010,1984,0.1638,0.1242,0.0918
1583,2120399180,1984,0.0954,0.1296,0.1503
1584,2121121850,1984,0.0828,0.0864,0.0909
1585,2120389730,1984,0.3078,0.4347,0.9612
1586,2120389740,1984,0.0018,0.0252,0.0018
1587,2120388200,1984,0.0126,0.0468,0.027
1588,2120387960,1984,0.0288,0.0216,0.0063
1589,2120387970,1984,0.0594,0.1206,0.711
1590,2120387850,1984,0.0864,0.0279,0.0135
1591,2120399790,1984,0.3231,0.1908,0.4851
1592,2120399490,1984,0.0198,0.0063,0
1593,2121118720,1984,0.1782,0.1971,0.171
1594,2120385940,1984,0.5634,0.1152,0.2745
1595,2120385840,1984,0.0135,0.0144,0.0081
1596,2120391760,1984,0.2133,0.4203,1.0557
1597,2120391750,1984,0.7713,0.3384,1.4895
1598,2120392740,1984,1.5903,0.6111,2.7801
1599,2120392570,1984,0.0774,0.1125,0.027
1600,2120394570,1984,0,0.0252,0.0972
1601,2120394560,1984,0.0432,0.0108,0.0009
1602,2120394890,1984,1.3869,0.765,1.2609
1603,2120395060,1984,0.1269,0.1395,0.4779
1604,2120392030,1984,0.1161,0.1782,0.0333
1605,2120392170,1984,0.0027,0.0027,0.0009
1606,2120394450,1984,0.0585,0.0279,0.0891
1607,2120394210,1984,0.3897,0.0567,0.1251
1608,2120388190,1984,0.0009,0.0117,0.0027
1609,2120388180,1984,0.4149,0.1629,0.666
1610,2120394000,1984,0.0036,0.0081,0
1611,2120393800,1984,0.0063,0.0054,0.0018
1612,2120387540,1984,0.1161,0.0081,0.0081
1613,2120387440,1984,0.3339,0.2151,0.2889
1614,2121116890,1984,0.2286,0.0153,0.009
1615,2120393330,1984,0.0027,0.009,0.0036
1616,2120393570,1984,0,0.0009,0
1617,2121117740,1984,0.1233,0.0027,0.0018
1618,2120384390,1984,0.0108,0,0
1619,2120384640,1984,0.0027,0,0
1620,2120385050,1984,0.9549,0.0648,0.1098
1621,2120385060,1984,0.0207,0.0036,0
1622,2121120060,1984,0,0,0
1623,2120383140,1984,0.1584,0.0243,0.0171
1624,2120383050,1984,0.1899,0.0054,0.009
1625,2120383940,1984,0,0,0
1626,2120384180,1984,0.4086,0.198,2.4534
1627,2121115980,1984,0.4221,0.2259,0.7443
1628,2120382830,1984,0.0063,0.0027,0
1629,2120382680,1984,0.0918,0.0738,0.4743
1630,2121115590,1984,0.1872,0.1557,0.4842
1631,2120385750,1984,0.2421,0.0432,0.0747
1632,2120385620,1984,1.7145,0.3402,1.9386
1633,2121117400,1984,0.1575,0.189,0.4689
1634,2120378250,1984,0.0351,0.0072,0.0081
1635,2120378130,1984,0.0288,0.0216,0.0477
1636,2121115310,1984,0.009,0.0081,0
1637,2120386780,1984,0,0,0
1638,2120386500,1984,1.3968,0.3042,1.4562
1639,2120386770,1984,0.8541,0.009,0
1640,2120386920,1984,0.0648,0.0648,0.2052
1641,2121113050,1984,0.1755,0.072,0.324
1642,2121117850,1984,0.2745,0.0045,0.0027
1643,2121115890,1984,0.0972,0.0648,0.1647
1644,2120387430,1984,3.2742,0.7263,3.0204
1645,2120387340,1984,1.1007,0.3195,2.2446
1646,2120053800,1984,0.0126,0.0216,0.1521
1647,2120053810,1984,1.6776,1.2393,3.2733
1648,2120053820,1984,0.2898,0.2889,1.2798
1649,2121121000,1984,0.3339,0.081,0.2655
1650,2120398470,1984,0.0045,0.0018,0.0018
1651,2120398600,1984,0.2286,0.0405,0.0495
1652,2120399020,1984,0.2772,0.0324,0.0234
1653,2120399190,1984,0.4401,0.2286,3.4605
1654,2121121870,1984,0.4401,0.1098,0.2079
1655,2121122330,1984,0.0675,0.0216,0.0171
1656,2120400260,1984,0.117,0.3933,1.6434
1657,2120400380,1984,0.0063,0.0036,0.0036
1658,2121122690,1984,0.1341,0.2322,1.3581
1659,2120053830,1984,1.9395,1.1034,2.3715
1660,2120053840,1984,0.2736,0.2214,0.3987
1661,2120053850,1984,0.1773,0.0279,0.2709
1662,2120396190,1984,0.3258,0.369,1.3311
1663,2120396230,1984,0.1089,0.0711,0.162
1664,2121121520,1984,0.1944,0.0828,0.2151
1665,2121122530,1984,0.0756,0.0198,0.0126
1666,2120053860,1984,0.2061,0.1062,0.6327
1667,2120053870,1984,2.646,0.9495,2.8899
1668,2120053880,1984,0.2349,0.2592,0.7074
1669,2120406020,1984,0.0099,0.0135,0.0099
1670,2120406360,1984,0.0288,0.0837,0.1134
1671,2120404220,1984,0.0333,0.009,0.0036
1672,2120404420,1984,0.0792,0.153,0.6444
1673,2121124010,1984,0.0342,0.0288,0.1116
1674,2120053890,1984,0.2556,0.297,0.2997
1675,2120053900,1984,0.054,0.0432,0.0216
1676,2120053910,1984,0.5967,0.0405,0.0855
1677,2120053920,1984,0.0648,0.027,0.6093
1678,2120053930,1984,0.0009,0.0198,0.0162
1679,2120053940,1984,0.0999,0.0576,0.2781
1680,2120406530,1984,0.0198,0.0351,0.0081
1681,2120406350,1984,0.252,0.2448,0.8442
1682,2120053950,1984,0.0243,0.0594,0.3546
1683,2120053960,1984,0.0207,0.0288,0.027
1684,2120406680,1984,0.0387,0.036,0.0252
1685,2120406520,1984,0.1764,0.0711,0.0576
1686,2120053970,1984,0.0117,0.0315,0.063
1687,2120054000,1984,2.8764,0.8703,20.3283
1688,2120054010,1984,2.7108,0.4401,23.3676
1689,2120054020,1984,2.7468,0.7632,19.278
1690,2120054030,1984,4.7097,1.2123,29.2347
1691,2120054040,1984,2.4192,1.0413,11.4012
1692,2120054050,1984,1.6047,0.5778,7.3692
1693,2120054060,1984,2.1285,1.161,26.9028
1694,2120054070,1984,0.2295,0.171,1.476
1695,2120054080,1984,0.5949,0.7335,15.2208
1696,2120054090,1984,0.5436,0.2223,1.2384
1697,2120054100,1984,0.0063,0.0351,0.1566
1698,2120054110,1984,0.0018,0.0351,0.0612
1699,2120054120,1984,0.0981,0.0072,0.0621
1700,2120054130,1984,0,0,0.0378
1701,2120054140,1984,0.0198,0.1134,0.7929
1702,2120054150,1984,0.2403,0.6354,32.7951
1703,2120054160,1984,0.4905,0.4005,8.7282
1704,2120054170,1984,0.1647,0.3969,1.5624
1705,2120054180,1984,0.4842,0.5463,0.8523
1706,2120054190,1984,0.2907,0.9315,2.7576
1707,2120326610,1984,0,0.0081,0.0018
1708,2120055290,1984,0.126,0.0405,5.4936
1709,2121092140,1984,0.0999,0.1953,2.1015
1710,2120055300,1984,0,0,0
1711,2120055310,1984,0.2241,0.315,14.1021
1712,2120321000,1984,0.0909,0.1053,31.5558
1713,2120320890,1984,0.2637,0.6876,24.4737
1714,2120321120,1984,0.5733,1.1268,64.3041
1715,2120320900,1984,0.2682,0.3231,25.3521
1716,2120322200,1984,0.0261,0.1413,2.7171
1717,2120322260,1984,0.2673,0.7884,7.1235
1718,2120323150,1984,0.3843,0.189,1.6623
1719,2120323160,1984,0.3276,0.5832,1.3023
1720,2120323660,1984,0.9207,0.5445,2.5866
1721,2120323740,1984,0.378,0.3042,4.9365
1722,2120324450,1984,0.1485,0.612,3.1725
1723,2120324460,1984,0.6849,1.2555,13.8384
1724,2120324870,1984,0.306,0.5436,2.0295
1725,2120324930,1984,0.7434,2.5839,16.8237
1726,2121093060,1984,0.1386,0.2781,7.1226
1727,2120326100,1984,0.0081,0.099,0.1503
1728,2120326230,1984,0.0234,0.1575,0.5265
1729,2120326110,1984,0.0378,0.297,0.855
1730,2120326030,1984,0.2043,1.8315,3.573
1731,2121092620,1984,0.0324,0.0621,0.2268
1732,2121094400,1984,0.0342,0.0774,0.0666
1733,2121093800,1984,0.0594,0.234,0.4401
1734,2120055500,1984,0,0,0
1735,2120055530,1984,0.0378,0.054,0.2826
1736,2120055540,1984,0.6201,0.1971,12.3444
1737,2120313760,1984,0.0918,0.0243,0.1548
1738,2120313790,1984,0.1593,0.0612,0.3906
